resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role
"SUMMARY
UI/UX Designer candidate with a strong foundation in design systems, user research, figma. Passionate about prototyping and continuous learning.

EDUCATION
Diploma degree, relevant coursework in adobe xd.

SKILLS
prototyping, user research, backup, design systems, microservices, figma, scikit-learn, query optimization

PROFESSIONAL EXPERIENCE
UI/UX Designer Intern, Northwind Software (4.8 yrs)
- Assisted senior engineers with tasks involving design systems and figma.
- Learned user research on the job through mentorship.

PERSONAL PROJECTS
Recommendation Prototype
Applied design systems to analyze data and user research to build the final solution, presenting results to peers.

Personal Portfolio System
Applied design systems to analyze data and user research to build the final solution, presenting results to peers.","prototyping, user research, backup, design systems, microservices, figma, scikit-learn, query optimization",8,4.8,Diploma,1,0,5,53.8,UI/UX Designer
"SUMMARY
Results-driven DevOps Engineer with 1.4 years of practical exposure to ansible and monitoring. Enjoys solving problems with aws.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in jenkins.

SKILLS
git, jenkins, kubernetes, linux, docker, ci/cd, terraform, monitoring, ansible, prometheus, aws

EXPERIENCE
DevOps Engineer, Skyline Systems (1.4 yrs)
- Automated workflows involving ansible, reducing manual effort.
- Used monitoring daily to support ongoing projects.","git, jenkins, kubernetes, linux, docker, ci/cd, terraform, monitoring, ansible, prometheus, aws",11,1.4,Masters,0,0,4,60.1,DevOps Engineer
"EDUCATION
Diploma degree, relevant coursework in postgresql.

SKILLS
indexing, etl, backup, sql, webpack, mysql, oracle, mongodb, network security, query optimization, postgresql

PROJECTS
Mini Analytics Engine
Built using mysql and backup. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Built using mysql and backup. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to query optimization.","indexing, etl, backup, sql, webpack, mysql, oracle, mongodb, network security, query optimization, postgresql",11,1.6,Diploma,1,1,4,85.8,Database Administrator
"PROFILE
Motivated Database Administrator with hands-on experience in etl, backup and query optimization. Built projects applying mysql to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in backup.

CORE COMPETENCIES
backup, query optimization, mysql, mongodb, etl

PROFESSIONAL EXPERIENCE
Database Administrator Intern, BrightPath Labs (3.5 yrs)
- Assisted senior engineers with tasks involving etl and query optimization.
- Learned backup on the job through mentorship.

ACADEMIC PROJECTS
Recommendation Prototype
Built using etl and backup. Focused on solving a practical problem and deploying a working demo.","backup, query optimization, mysql, mongodb, etl",5,,,1,0,5,61.5,Database Administrator
"SUMMARY
Detail-oriented professional skilled in nlp and docker, seeking a AI Engineer role. Completed coursework and internships involving computer vision and keras.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in docker.

TECHNICAL SKILLS
opencv, git, data analysis, keras, docker, computer vision, nlp

WORK EXPERIENCE
AI Engineer, Vertex Digital (2.9 yrs)
- Automated workflows involving nlp, reducing manual effort.
- Used docker daily to support ongoing projects.

PROJECTS
Campus Utility App
Built using nlp and docker. Focused on solving a practical problem and deploying a working demo.","opencv, git, data analysis, keras, docker, computer vision, nlp",7,2.9,Bachelors,1,0,5,59.4,AI Engineer
"EDUCATION
Diploma degree, relevant coursework in penetration testing.

SKILLS
siem, python, query optimization, linux, network security, incident response, cryptography, vulnerability assessment, penetration testing, ansible

CERTIFICATIONS
Relevant certification related to wireshark.","siem, python, query optimization, linux, network security, incident response, cryptography, vulnerability assessment, penetration testing, ansible",10,3.7,Diploma,0,1,3,67.1,Cybersecurity Analyst
"PROFILE
Detail-oriented professional skilled in prototyping and usability testing, seeking a UI/UX Designer role. Completed coursework and internships involving adobe xd and sketch.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in design systems.

TECHNICAL SKILLS
jira, sketch, usability testing, html, django, adobe xd, css, react, opencv, prototyping","jira, sketch, usability testing, html, django, adobe xd, css, react, opencv, prototyping",10,1.7,Masters,0,0,3,47.8,UI/UX Designer
"PROFILE
Detail-oriented professional skilled in wireframing and figma, seeking a UI/UX Designer role. Completed coursework and internships involving usability testing and prototyping.

EDUCATION
Bachelors degree, relevant coursework in user research.

SKILLS
figma, oop, html, prototyping, adobe xd, sketch, css, azure, design systems, usability testing, wireframing, user research

EXPERIENCE
UI/UX Designer, NovaTech (0.5 yrs)
- Built and maintained systems using wireframing and figma.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Automation Toolkit
Applied wireframing to analyze data and figma to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to usability testing.","figma, oop, html, prototyping, adobe xd, sketch, css, azure, design systems, usability testing, wireframing, user research",12,0.1,Bachelors,1,1,6,86.4,UI/UX Designer
"OBJECTIVE
Motivated Cloud Engineer with hands-on experience in terraform, networking and gcp. Built projects applying docker to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in aws.

CORE COMPETENCIES
gcp, docker, oracle, tensorflow, networking, ci/cd, backup, pytorch, kubernetes, terraform

PROFESSIONAL EXPERIENCE
Cloud Engineer, Cascade Consulting (0.8 yrs)
- Built and maintained systems using terraform and networking.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Campus Utility App
Applied terraform to analyze data and networking to build the final solution, presenting results to peers.","gcp, docker, oracle, tensorflow, networking, ci/cd, backup, pytorch, kubernetes, terraform",10,0.8,Bachelors,1,0,5,52.6,Cloud Engineer
"OBJECTIVE
Results-driven UI/UX Designer with 2.3 years of practical exposure to css and prototyping. Enjoys solving problems with html.

EDUCATION
Bachelors degree, relevant coursework in wireframing.

CORE COMPETENCIES
pandas, css, adobe xd, figma, html, sketch, wireframing, usability testing, user research, prototyping

PROFESSIONAL EXPERIENCE
UI/UX Designer, BrightPath Labs (2.3 yrs)
- Built and maintained systems using css and prototyping.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Recommendation Prototype
Applied css to analyze data and prototyping to build the final solution, presenting results to peers.","pandas, css, adobe xd, figma, html, sketch, wireframing, usability testing, user research, prototyping",10,2.3,Bachelors,1,0,5,68.6,UI/UX Designer
"PROFILE
Detail-oriented professional skilled in aws and ansible, seeking a DevOps Engineer role. Completed coursework and internships involving git and terraform.

EDUCATION
PhD degree, relevant coursework in kubernetes.

CORE COMPETENCIES
aws, jenkins, ci/cd, ansible, monitoring, docker, git, prometheus, bash, kubernetes, terraform

EXPERIENCE
DevOps Engineer, Skyline Systems (2.6 yrs)
- Built and maintained systems using aws and ansible.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Recommendation Prototype
Built using aws and ansible. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using aws and ansible. Focused on solving a practical problem and deploying a working demo.","aws, jenkins, ci/cd, ansible, monitoring, docker, git, prometheus, bash, kubernetes, terraform",11,2.6,PhD,1,0,5,90.1,DevOps Engineer
"EDUCATION
Bachelors degree, relevant coursework in rest api.

SKILLS
junit, c++, algorithms, oop, linux, machine learning, python, wireshark, java, data structures, system design, docker

WORK EXPERIENCE
Software Engineer, Cascade Consulting (0.5 yrs)
- Automated workflows involving c++, reducing manual effort.
- Used java daily to support ongoing projects.

CERTIFICATES
Relevant certification related to junit.","junit, c++, algorithms, oop, linux, machine learning, python, wireshark, java, data structures, system design, docker",12,0.4,Bachelors,0,1,4,54.0,Software Engineer
"PROFESSIONAL SUMMARY
Cloud Engineer candidate with a strong foundation in ci/cd, terraform, cloudformation. Passionate about linux and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in kubernetes.

TECHNICAL SKILLS
cloudformation, kubernetes, terraform, ci/cd, linux

ACADEMIC PROJECTS
Automation Toolkit
Built using ci/cd and terraform. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to linux.","cloudformation, kubernetes, terraform, ci/cd, linux",5,1.5,Bachelors,1,1,5,48.7,Cloud Engineer
"PROFESSIONAL SUMMARY
Frontend Developer candidate with a strong foundation in figma, javascript, webpack. Passionate about html and continuous learning.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in redux.

CORE COMPETENCIES
react, linux, django, css, webpack, javascript, git, responsive design, figma, requirements gathering, redux, html, java, next.js

PERSONAL PROJECTS
Recommendation Prototype
Built using figma and javascript. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to react.","react, linux, django, css, webpack, javascript, git, responsive design, figma, requirements gathering, redux, html, java, next.js",14,0.1,Diploma,1,1,5,71.0,Frontend Developer
"PROFESSIONAL SUMMARY
Motivated Business Analyst with hands-on experience in requirements gathering, sql and data analysis. Built projects applying stakeholder management to solve real-world problems.

EDUCATION
Diploma degree, relevant coursework in tableau.

TECHNICAL SKILLS
backup, webpack, stakeholder management, postgresql, sql, power bi, jira, requirements gathering, data analysis

PROFESSIONAL EXPERIENCE
Business Analyst, Cascade Consulting (2.5 yrs)
- Automated workflows involving requirements gathering, reducing manual effort.
- Used sql daily to support ongoing projects.","backup, webpack, stakeholder management, postgresql, sql, power bi, jira, requirements gathering, data analysis",9,2.5,Diploma,0,0,4,46.5,Business Analyst
"PROFILE
Detail-oriented professional skilled in ci/cd and gcp, seeking a Cloud Engineer role. Completed coursework and internships involving linux and aws.

EDUCATION
Bachelors degree, relevant coursework in ci/cd.

SKILLS
opencv, python, gcp, django, kubernetes, aws, ci/cd, azure, responsive design, terraform, linux, networking

PERSONAL PROJECTS
Recommendation Prototype
Applied ci/cd to analyze data and gcp to build the final solution, presenting results to peers.","opencv, python, gcp, django, kubernetes, aws, ci/cd, azure, responsive design, terraform, linux, networking",12,1.5,Bachelors,1,0,4,65.9,Cloud Engineer
"PROFESSIONAL SUMMARY
Business Analyst candidate with a strong foundation in excel, agile, power bi. Passionate about jira and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in jira.

CORE COMPETENCIES
linux, requirements gathering, jira, tableau, data analysis, excel, design systems, agile, sql, power bi, stakeholder management

ACADEMIC PROJECTS
Mini Analytics Engine
Built using excel and agile. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Built using excel and agile. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to agile.","linux, requirements gathering, jira, tableau, data analysis, excel, design systems, agile, sql, power bi, stakeholder management",11,,,1,1,5,89.9,Business Analyst
"SUMMARY
Detail-oriented professional skilled in network security and wireshark, seeking a Cybersecurity Analyst role. Completed coursework and internships involving cryptography and vulnerability assessment.

EDUCATION
PhD degree, relevant coursework in vulnerability assessment.

CORE COMPETENCIES
network security, wireshark, flask, python, ci/cd, cryptography, vulnerability assessment

PROFESSIONAL EXPERIENCE
Cybersecurity Analyst Intern, BrightPath Labs (3.2 yrs)
- Assisted senior engineers with tasks involving network security and cryptography.
- Learned wireshark on the job through mentorship.

CERTIFICATIONS
Relevant certification related to cryptography.","network security, wireshark, flask, python, ci/cd, cryptography, vulnerability assessment",7,3.2,PhD,0,1,5,57.6,Cybersecurity Analyst
"OBJECTIVE
Results-driven AI Engineer with 2.4 years of practical exposure to machine learning and sql. Enjoys solving problems with opencv.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in docker.

CORE COMPETENCIES
computer vision, keras, redis, sql, nlp, tensorflow, system design, docker, wireframing, deep learning, machine learning, python, opencv

PERSONAL PROJECTS
Data Insights Dashboard
Applied machine learning to analyze data and sql to build the final solution, presenting results to peers.

Recommendation Prototype
Built using machine learning and sql. Focused on solving a practical problem and deploying a working demo.","computer vision, keras, redis, sql, nlp, tensorflow, system design, docker, wireframing, deep learning, machine learning, python, opencv",13,2.4,Masters,1,0,4,66.9,AI Engineer
"PROFESSIONAL SUMMARY
Results-driven Database Administrator with 0.3 years of practical exposure to etl and backup. Enjoys solving problems with indexing.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in backup.

CORE COMPETENCIES
postgresql, etl, backup, indexing

PERSONAL PROJECTS
Recommendation Prototype
Applied etl to analyze data and backup to build the final solution, presenting results to peers.","postgresql, etl, backup, indexing",4,0.3,Masters,1,0,4,39.3,Database Administrator
"PROFILE
Motivated Software Engineer with hands-on experience in c++, system design and python. Built projects applying java to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in data structures.

SKILLS
linux, c++, sql, rest api, junit, data structures, algorithms, python, git, java, system design, oop

PROJECTS
Personal Portfolio System
Built using c++ and system design. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Built using c++ and system design. Focused on solving a practical problem and deploying a working demo.","linux, c++, sql, rest api, junit, data structures, algorithms, python, git, java, system design, oop",12,4.0,Bachelors,1,0,4,85.2,Software Engineer
"PROFESSIONAL SUMMARY
Results-driven Database Administrator with 0.1 years of practical exposure to oracle and linux. Enjoys solving problems with query optimization.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in oracle.

TECHNICAL SKILLS
numpy, oracle, etl, postgresql, query optimization, mongodb, backup, indexing, linux, sql

PROFESSIONAL EXPERIENCE
Database Administrator, Vertex Digital (0.5 yrs)
- Automated workflows involving oracle, reducing manual effort.
- Used linux daily to support ongoing projects.

ACADEMIC PROJECTS
Data Insights Dashboard
Applied oracle to analyze data and linux to build the final solution, presenting results to peers.","numpy, oracle, etl, postgresql, query optimization, mongodb, backup, indexing, linux, sql",10,0.1,Diploma,1,0,5,66.9,Database Administrator
"SUMMARY
Results-driven UI/UX Designer with 0.4 years of practical exposure to sketch and html. Enjoys solving problems with user research.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in html.

TECHNICAL SKILLS
usability testing, design systems, user research, vulnerability assessment, system design, figma, prototyping, sketch, wireframing, html, adobe xd, css","usability testing, design systems, user research, vulnerability assessment, system design, figma, prototyping, sketch, wireframing, html, adobe xd, css",12,0.4,PhD,0,0,3,60.8,UI/UX Designer
"ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in rest api.

SKILLS
redux, junit, system design, c++, python, rest api, data structures","redux, junit, system design, c++, python, rest api, data structures",7,0.8,Bachelors,0,0,2,30.0,Software Engineer
"SUMMARY
Motivated Cybersecurity Analyst with hands-on experience in vulnerability assessment, penetration testing and wireshark. Built projects applying cryptography to solve real-world problems.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in network security.

TECHNICAL SKILLS
incident response, machine learning, network security, linux, siem, wireshark, r, vulnerability assessment, penetration testing, firewalls, cryptography, django, oracle, python

PROJECTS
Mini Analytics Engine
Applied vulnerability assessment to analyze data and penetration testing to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to firewalls.","incident response, machine learning, network security, linux, siem, wireshark, r, vulnerability assessment, penetration testing, firewalls, cryptography, django, oracle, python",14,3.8,Bachelors,1,1,5,99.8,Cybersecurity Analyst
"OBJECTIVE
Motivated Software Engineer with hands-on experience in algorithms, c++ and java. Built projects applying oop to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in algorithms.

SKILLS
sketch, data structures, oop, git, java, wireshark, system design, machine learning, algorithms, etl, c++, python, rest api

WORK EXPERIENCE
Software Engineer Intern, NovaTech (1.5 yrs)
- Assisted senior engineers with tasks involving algorithms and java.
- Learned c++ on the job through mentorship.","sketch, data structures, oop, git, java, wireshark, system design, machine learning, algorithms, etl, c++, python, rest api",13,1.5,Bachelors,0,0,4,57.6,Software Engineer
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in linux and penetration testing, seeking a Cybersecurity Analyst role. Completed coursework and internships involving network security and firewalls.

EDUCATION
Masters degree, relevant coursework in network security.

SKILLS
linux, penetration testing, firewalls, network security

WORK EXPERIENCE
Cybersecurity Analyst, NovaTech (8.4 yrs)
- Built and maintained systems using linux and penetration testing.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Personal Portfolio System
Built using linux and penetration testing. Focused on solving a practical problem and deploying a working demo.","linux, penetration testing, firewalls, network security",4,8.4,Masters,1,0,5,57.0,Cybersecurity Analyst
"PROFESSIONAL SUMMARY
Results-driven Software Engineer with 0.4 years of practical exposure to python and c++. Enjoys solving problems with git.

EDUCATION
Diploma degree, relevant coursework in linux.

CORE COMPETENCIES
python, git, system design, junit, react, penetration testing, c++, sql, data structures, oop

PROFESSIONAL EXPERIENCE
Software Engineer Intern, Skyline Systems (0.5 yrs)
- Assisted senior engineers with tasks involving python and git.
- Learned c++ on the job through mentorship.

PROJECTS
Data Insights Dashboard
Built using python and c++. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Built using python and c++. Focused on solving a practical problem and deploying a working demo.","python, git, system design, junit, react, penetration testing, c++, sql, data structures, oop",10,0.4,Diploma,1,0,5,54.1,Software Engineer
"PROFESSIONAL SUMMARY
Results-driven Data Scientist with 0.2 years of practical exposure to matplotlib and sql. Enjoys solving problems with power bi.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in pandas.

SKILLS
pandas, sql, redux, matplotlib, power bi, numpy

WORK EXPERIENCE
Data Scientist, Acme Solutions (0.5 yrs)
- Built and maintained systems using matplotlib and sql.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Built using matplotlib and sql. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Applied matplotlib to analyze data and sql to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to sql.","pandas, sql, redux, matplotlib, power bi, numpy",6,0.2,Bachelors,1,1,6,47.2,Data Scientist
"OBJECTIVE
Frontend Developer candidate with a strong foundation in webpack, javascript, css. Passionate about redux and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in responsive design.

CORE COMPETENCIES
webpack, html, css, react, redux, javascript, next.js, responsive design, typescript

ACADEMIC PROJECTS
Campus Utility App
Built using webpack and javascript. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using webpack and javascript. Focused on solving a practical problem and deploying a working demo.","webpack, html, css, react, redux, javascript, next.js, responsive design, typescript",9,3.2,Bachelors,1,0,4,73.1,Frontend Developer
"EDUCATION
Diploma degree, relevant coursework in html.

SKILLS
prometheus, sketch, usability testing, design systems, adobe xd, wireframing, user research, html, css, redis, prototyping, tableau, machine learning

PERSONAL PROJECTS
Recommendation Prototype
Applied wireframing to analyze data and html to build the final solution, presenting results to peers.

Recommendation Prototype
Applied wireframing to analyze data and html to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to sketch.","prometheus, sketch, usability testing, design systems, adobe xd, wireframing, user research, html, css, redis, prototyping, tableau, machine learning",13,2.8,Diploma,1,1,4,84.1,UI/UX Designer
"OBJECTIVE
Detail-oriented professional skilled in linux and sql, seeking a Software Engineer role. Completed coursework and internships involving oop and c++.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in git.

CORE COMPETENCIES
linux, system design, c++, sql, oop, scikit-learn, java, git

EXPERIENCE
Software Engineer, Vertex Digital (4.5 yrs)
- Built and maintained systems using linux and sql.
- Collaborated with a small team to ship features on schedule.","linux, system design, c++, sql, oop, scikit-learn, java, git",8,4.5,Bachelors,0,0,4,45.2,Software Engineer
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in scikit-learn and matplotlib, seeking a Data Scientist role. Completed coursework and internships involving pandas and tableau.

EDUCATION
Masters degree, relevant coursework in tableau.

CORE COMPETENCIES
tableau, excel, design systems, sql, matplotlib, r, numpy, scikit-learn, power bi, pandas, python, statistics, machine learning

PROJECTS
Personal Portfolio System
Applied scikit-learn to analyze data and matplotlib to build the final solution, presenting results to peers.

Personal Portfolio System
Built using scikit-learn and matplotlib. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to power bi.","tableau, excel, design systems, sql, matplotlib, r, numpy, scikit-learn, power bi, pandas, python, statistics, machine learning",13,0.2,Masters,1,1,5,90.7,Data Scientist
"PROFESSIONAL SUMMARY
Motivated DevOps Engineer with hands-on experience in prometheus, docker and ansible. Built projects applying jenkins to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in terraform.

TECHNICAL SKILLS
monitoring, docker, git, ansible, aws, prometheus, jenkins, linux, bash

ACADEMIC PROJECTS
Data Insights Dashboard
Built using prometheus and docker. Focused on solving a practical problem and deploying a working demo.","monitoring, docker, git, ansible, aws, prometheus, jenkins, linux, bash",9,4.1,Bachelors,1,0,4,75.1,DevOps Engineer
"ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in data analysis.

SKILLS
backup, tableau, data analysis, etl, requirements gathering, sql, ci/cd, jira, agile, power bi

EXPERIENCE
Business Analyst, Acme Solutions (1.4 yrs)
- Automated workflows involving tableau, reducing manual effort.
- Used jira daily to support ongoing projects.

ACADEMIC PROJECTS
Automation Toolkit
Applied tableau to analyze data and jira to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to stakeholder management.","backup, tableau, data analysis, etl, requirements gathering, sql, ci/cd, jira, agile, power bi",10,1.4,Bachelors,1,1,5,88.9,Business Analyst
"SUMMARY
UI/UX Designer candidate with a strong foundation in prototyping, sketch, html. Passionate about adobe xd and continuous learning.

EDUCATION
Diploma degree, relevant coursework in usability testing.

SKILLS
wireframing, usability testing, design systems, html, css, adobe xd, figma, sketch, prototyping

PROFESSIONAL EXPERIENCE
UI/UX Designer, Northwind Software (3.1 yrs)
- Built and maintained systems using prototyping and sketch.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Automation Toolkit
Applied prototyping to analyze data and sketch to build the final solution, presenting results to peers.

Mini Analytics Engine
Applied prototyping to analyze data and sketch to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to adobe xd.","wireframing, usability testing, design systems, html, css, adobe xd, figma, sketch, prototyping",9,3.1,Diploma,1,1,6,88.0,UI/UX Designer
"PROFESSIONAL SUMMARY
Motivated Cybersecurity Analyst with hands-on experience in vulnerability assessment, penetration testing and linux. Built projects applying cryptography to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in firewalls.

CORE COMPETENCIES
oop, indexing, penetration testing, cryptography, responsive design, wireshark, linux, firewalls, vulnerability assessment, siem, python

WORK EXPERIENCE
Cybersecurity Analyst Intern, Cascade Consulting (0.9 yrs)
- Assisted senior engineers with tasks involving vulnerability assessment and linux.
- Learned penetration testing on the job through mentorship.","oop, indexing, penetration testing, cryptography, responsive design, wireshark, linux, firewalls, vulnerability assessment, siem, python",11,0.9,Masters,0,0,4,51.3,Cybersecurity Analyst
"EDUCATION
Bachelors degree, relevant coursework in oracle.

CORE COMPETENCIES
oracle, query optimization, mongodb, firewalls, design systems, postgresql, backup, etl

WORK EXPERIENCE
Database Administrator Intern, Vertex Digital (0.5 yrs)
- Assisted senior engineers with tasks involving oracle and mongodb.
- Learned postgresql on the job through mentorship.

PROJECTS
Automation Toolkit
Applied oracle to analyze data and postgresql to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to backup.","oracle, query optimization, mongodb, firewalls, design systems, postgresql, backup, etl",8,0.0,Bachelors,1,1,5,47.3,Database Administrator
"OBJECTIVE
Results-driven AI Engineer with 1.5 years of practical exposure to sql and docker. Enjoys solving problems with git.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in nlp.

CORE COMPETENCIES
machine learning, deep learning, bash, opencv, python, pytorch, sql, git, redis, computer vision, docker, tensorflow

PROFESSIONAL EXPERIENCE
AI Engineer Intern, Vertex Digital (1.5 yrs)
- Assisted senior engineers with tasks involving sql and git.
- Learned docker on the job through mentorship.

PROJECTS
Automation Toolkit
Applied sql to analyze data and docker to build the final solution, presenting results to peers.

Automation Toolkit
Built using sql and docker. Focused on solving a practical problem and deploying a working demo.

CERTIFICATIONS
Relevant certification related to nlp.","machine learning, deep learning, bash, opencv, python, pytorch, sql, git, redis, computer vision, docker, tensorflow",12,1.5,Bachelors,1,1,6,78.3,AI Engineer
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in rest api.

TECHNICAL SKILLS
junit, design systems, excel, c++, algorithms, git, node.js

PROFESSIONAL EXPERIENCE
Software Engineer Intern, Skyline Systems (0.9 yrs)
- Assisted senior engineers with tasks involving algorithms and junit.
- Learned c++ on the job through mentorship.

ACADEMIC PROJECTS
Automation Toolkit
Applied algorithms to analyze data and c++ to build the final solution, presenting results to peers.

Data Insights Dashboard
Applied algorithms to analyze data and c++ to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to junit.","junit, design systems, excel, c++, algorithms, git, node.js",7,0.9,Diploma,1,1,5,50.2,Software Engineer
"PROFILE
Results-driven Business Analyst with 0.8 years of practical exposure to power bi and jira. Enjoys solving problems with data analysis.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in data analysis.

TECHNICAL SKILLS
tableau, data analysis, power bi, jira, networking, aws

PROFESSIONAL EXPERIENCE
Business Analyst, Quantum Analytics (0.8 yrs)
- Built and maintained systems using power bi and jira.
- Collaborated with a small team to ship features on schedule.","tableau, data analysis, power bi, jira, networking, aws",6,0.8,Masters,0,0,4,37.6,Business Analyst
"SUMMARY
Detail-oriented professional skilled in next.js and responsive design, seeking a Frontend Developer role. Completed coursework and internships involving figma and typescript.

EDUCATION
PhD degree, relevant coursework in next.js.

CORE COMPETENCIES
figma, networking, responsive design, javascript, microservices, typescript, next.js, git, webpack, html, react, css, redux

WORK EXPERIENCE
Frontend Developer, Vertex Digital (0.6 yrs)
- Built and maintained systems using next.js and responsive design.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Built using next.js and responsive design. Focused on solving a practical problem and deploying a working demo.

Automation Toolkit
Applied next.js to analyze data and responsive design to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to javascript.","figma, networking, responsive design, javascript, microservices, typescript, next.js, git, webpack, html, react, css, redux",13,0.6,PhD,1,1,6,89.4,Frontend Developer
"ACADEMIC BACKGROUND
PhD degree, relevant coursework in gcp.

SKILLS
linux, docker, data structures, networking, python, node.js, cloudformation, tableau

EXPERIENCE
Cloud Engineer, Skyline Systems (1.0 yrs)
- Built and maintained systems using python and docker.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Data Insights Dashboard
Built using python and docker. Focused on solving a practical problem and deploying a working demo.","linux, docker, data structures, networking, python, node.js, cloudformation, tableau",8,1.0,PhD,1,0,4,57.4,Cloud Engineer
"SUMMARY
Motivated UI/UX Designer with hands-on experience in usability testing, design systems and figma. Built projects applying css to solve real-world problems.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in sketch.

CORE COMPETENCIES
figma, deep learning, rest api, bash, adobe xd, usability testing, user research, design systems, sketch, css

PROFESSIONAL EXPERIENCE
UI/UX Designer, Skyline Systems (0.5 yrs)
- Automated workflows involving usability testing, reducing manual effort.
- Used design systems daily to support ongoing projects.

PROJECTS
Campus Utility App
Applied usability testing to analyze data and design systems to build the final solution, presenting results to peers.

Campus Utility App
Applied usability testing to analyze data and design systems to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to html.","figma, deep learning, rest api, bash, adobe xd, usability testing, user research, design systems, sketch, css",10,0.1,PhD,1,1,6,76.0,UI/UX Designer
"SUMMARY
Backend Developer candidate with a strong foundation in python, django, docker. Passionate about rest api and continuous learning.

EDUCATION
PhD degree, relevant coursework in flask.

CORE COMPETENCIES
node.js, redis, rest api, sql, django, java, python, docker, microservices

WORK EXPERIENCE
Backend Developer Intern, Acme Solutions (1.4 yrs)
- Assisted senior engineers with tasks involving python and docker.
- Learned django on the job through mentorship.

CERTIFICATIONS
Relevant certification related to django.","node.js, redis, rest api, sql, django, java, python, docker, microservices",9,1.4,PhD,0,1,5,63.8,Backend Developer
