resume_text,skills,num_skills,years_experience,education,has_projects,has_certifications,num_sections,resume_score,role,clean_text,education_encoded,cluster
"SUMMARY
Cybersecurity Analyst candidate with a strong foundation in incident response, firewalls, penetration testing. Passionate about python and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in penetration testing.

TECHNICAL SKILLS
wireshark, network security, firewalls, indexing, css, incident response, python, siem, vulnerability assessment, penetration testing, prototyping, cryptography

PROFESSIONAL EXPERIENCE
Cybersecurity Analyst, Quantum Analytics (2.2 yrs)
- Built and maintained systems using incident response and firewalls.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Personal Portfolio System
Built using incident response and firewalls. Focused on solving a practical problem and deploying a working demo.

Campus Utility App
Applied incident response to analyze data and firewalls to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to firewalls.","wireshark, network security, firewalls, indexing, css, incident response, python, siem, vulnerability assessment, penetration testing, prototyping, cryptography",12,2.2,Bachelors,1,1,6,89.4,Cybersecurity Analyst,summary cybersecurity analyst candidate strong foundation incident response firewall penetration testing passionate python continuous learning academic background bachelor degree relevant coursework penetration testing technical skill wireshark network security firewall indexing cs incident response python siem vulnerability assessment penetration testing prototyping cryptography professional experience cybersecurity analyst quantum analytics yr built maintained system using incident response firewall collaborated small team ship feature schedule academic project personal portfolio system built using incident response firewall focused solving practical problem deploying working demo campus utility app applied incident response analyze data firewall build final solution presenting result peer certification relevant certification related firewall,1,4
"SUMMARY
Cloud Engineer candidate with a strong foundation in ci/cd, cloudformation, kubernetes. Passionate about terraform and continuous learning.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in azure.

CORE COMPETENCIES
terraform, linux, kubernetes, cloudformation, ci/cd, query optimization

PROFESSIONAL EXPERIENCE
Cloud Engineer, Quantum Analytics (9.5 yrs)
- Built and maintained systems using ci/cd and cloudformation.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Applied ci/cd to analyze data and cloudformation to build the final solution, presenting results to peers.

Data Insights Dashboard
Applied ci/cd to analyze data and cloudformation to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to aws.","terraform, linux, kubernetes, cloudformation, ci/cd, query optimization",6,9.5,Bachelors,1,1,6,70.5,Cloud Engineer,summary cloud engineer candidate strong foundation cloudformation kubernetes passionate terraform continuous learning academic background bachelor degree relevant coursework azure core competency terraform linux kubernetes cloudformation query optimization professional experience cloud engineer quantum analytics yr built maintained system using cloudformation collaborated small team ship feature schedule personal project data insight dashboard applied analyze data cloudformation build final solution presenting result peer data insight dashboard applied analyze data cloudformation build final solution presenting result peer certificate relevant certification related aws,1,3
"SUMMARY
DevOps Engineer candidate with a strong foundation in aws, linux, ansible. Passionate about prometheus and continuous learning.

EDUCATION
Masters degree, relevant coursework in aws.

CORE COMPETENCIES
ansible, git, power bi, aws, docker, prometheus, django, linux, ci/cd

PROFESSIONAL EXPERIENCE
DevOps Engineer, Northwind Software (0.7 yrs)
- Built and maintained systems using aws and linux.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Applied aws to analyze data and linux to build the final solution, presenting results to peers.

Personal Portfolio System
Applied aws to analyze data and linux to build the final solution, presenting results to peers.","ansible, git, power bi, aws, docker, prometheus, django, linux, ci/cd",9,0.7,Masters,1,0,5,56.0,DevOps Engineer,summary devops engineer candidate strong foundation aws linux ansible passionate prometheus continuous learning education master degree relevant coursework aws core competency ansible git power aws docker prometheus django linux professional experience devops engineer northwind software yr built maintained system using aws linux collaborated small team ship feature schedule personal project data insight dashboard applied aws analyze data linux build final solution presenting result peer personal portfolio system applied aws analyze data linux build final solution presenting result peer,2,0
"SUMMARY
DevOps Engineer candidate with a strong foundation in kubernetes, ansible, linux. Passionate about terraform and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in kubernetes.

TECHNICAL SKILLS
terraform, linux, responsive design, network security, ansible, vulnerability assessment, prometheus, kubernetes

PROFESSIONAL EXPERIENCE
DevOps Engineer, BrightPath Labs (0.5 yrs)
- Automated workflows involving kubernetes, reducing manual effort.
- Used ansible daily to support ongoing projects.

PERSONAL PROJECTS
Automation Toolkit
Built using kubernetes and ansible. Focused on solving a practical problem and deploying a working demo.","terraform, linux, responsive design, network security, ansible, vulnerability assessment, prometheus, kubernetes",8,0.0,Bachelors,1,0,5,38.3,DevOps Engineer,summary devops engineer candidate strong foundation kubernetes ansible linux passionate terraform continuous learning education bachelor degree relevant coursework kubernetes technical skill terraform linux responsive design network security ansible vulnerability assessment prometheus kubernetes professional experience devops engineer brightpath lab yr automated workflow involving kubernetes reducing manual effort used ansible daily support ongoing project personal project automation toolkit built using kubernetes ansible focused solving practical problem deploying working demo,1,0
"PROFILE
Results-driven AI Engineer with 0.4 years of practical exposure to git and docker. Enjoys solving problems with python.

EDUCATION
Bachelors degree, relevant coursework in keras.

SKILLS
python, machine learning, bash, computer vision, pytorch, git, docker

WORK EXPERIENCE
AI Engineer Intern, Cascade Consulting (0.5 yrs)
- Assisted senior engineers with tasks involving git and python.
- Learned docker on the job through mentorship.

PERSONAL PROJECTS
Data Insights Dashboard
Applied git to analyze data and docker to build the final solution, presenting results to peers.

Mini Analytics Engine
Applied git to analyze data and docker to build the final solution, presenting results to peers.","python, machine learning, bash, computer vision, pytorch, git, docker",7,0.4,Bachelors,1,0,5,44.2,AI Engineer,profile result driven engineer year practical exposure git docker enjoys solving problem python education bachelor degree relevant coursework kera skill python machine learning bash computer vision pytorch git docker work experience engineer intern cascade consulting yr assisted senior engineer task involving git python learned docker job mentorship personal project data insight dashboard applied git analyze data docker build final solution presenting result peer mini analytics engine applied git analyze data docker build final solution presenting result peer,1,0
"PROFILE
Results-driven Frontend Developer with 0.5 years of practical exposure to javascript and css. Enjoys solving problems with webpack.

EDUCATION
Bachelors degree, relevant coursework in typescript.

CORE COMPETENCIES
kubernetes, css, responsive design, html, incident response, typescript, tensorflow, webpack, redux, git, javascript

EXPERIENCE
Frontend Developer, NovaTech (0.5 yrs)
- Automated workflows involving javascript, reducing manual effort.
- Used css daily to support ongoing projects.

PROJECTS
Campus Utility App
Built using javascript and css. Focused on solving a practical problem and deploying a working demo.","kubernetes, css, responsive design, html, incident response, typescript, tensorflow, webpack, redux, git, javascript",11,0.5,Bachelors,1,0,5,60.3,Frontend Developer,profile result driven frontend developer year practical exposure javascript cs enjoys solving problem webpack education bachelor degree relevant coursework typescript core competency kubernetes cs responsive design html incident response typescript tensorflow webpack redux git javascript experience frontend developer novatech yr automated workflow involving javascript reducing manual effort used cs daily support ongoing project project campus utility app built using javascript cs focused solving practical problem deploying working demo,1,0
"OBJECTIVE
Motivated Business Analyst with hands-on experience in data analysis, jira and requirements gathering. Built projects applying sql to solve real-world problems.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in power bi.

CORE COMPETENCIES
sql, agile, data analysis, jira, tableau, python, requirements gathering

ACADEMIC PROJECTS
Mini Analytics Engine
Applied data analysis to analyze data and jira to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to agile.","sql, agile, data analysis, jira, tableau, python, requirements gathering",7,1.4,PhD,1,1,5,74.2,Business Analyst,objective motivated business analyst hand experience data analysis jira requirement gathering built project applying sql solve real world problem academic background phd degree relevant coursework power core competency sql agile data analysis jira tableau python requirement gathering academic project mini analytics engine applied data analysis analyze data jira build final solution presenting result peer certification relevant certification related agile,3,4
"OBJECTIVE
Results-driven UI/UX Designer with 0.7 years of practical exposure to adobe xd and user research. Enjoys solving problems with design systems.

EDUCATION
Bachelors degree, relevant coursework in prototyping.

TECHNICAL SKILLS
design systems, usability testing, prototyping, adobe xd, user research, wireframing, figma

WORK EXPERIENCE
UI/UX Designer Intern, Quantum Analytics (0.7 yrs)
- Assisted senior engineers with tasks involving adobe xd and design systems.
- Learned user research on the job through mentorship.

PROJECTS
Recommendation Prototype
Built using adobe xd and user research. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using adobe xd and user research. Focused on solving a practical problem and deploying a working demo.","design systems, usability testing, prototyping, adobe xd, user research, wireframing, figma",7,0.7,Bachelors,1,0,5,52.2,UI/UX Designer,objective result driven designer year practical exposure adobe user research enjoys solving problem design system education bachelor degree relevant coursework prototyping technical skill design system usability testing prototyping adobe user research wireframing figma work experience designer intern quantum analytics yr assisted senior engineer task involving adobe design system learned user research job mentorship project recommendation prototype built using adobe user research focused solving practical problem deploying working demo mini analytics engine built using adobe user research focused solving practical problem deploying working demo,1,0
"ACADEMIC BACKGROUND
PhD degree, relevant coursework in backup.

SKILLS
nlp, prometheus, indexing, oracle, etl, backup, postgresql, mysql, sql, query optimization, linux, mongodb, system design

WORK EXPERIENCE
Database Administrator, Quantum Analytics (0.5 yrs)
- Built and maintained systems using etl and postgresql.
- Collaborated with a small team to ship features on schedule.

PROJECTS
Personal Portfolio System
Built using etl and postgresql. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to etl.","nlp, prometheus, indexing, oracle, etl, backup, postgresql, mysql, sql, query optimization, linux, mongodb, system design",13,0.1,PhD,1,1,5,89.7,Database Administrator,academic background phd degree relevant coursework backup skill nlp prometheus indexing oracle etl backup postgresql mysql sql query optimization linux mongodb system design work experience database administrator quantum analytics yr built maintained system using etl postgresql collaborated small team ship feature schedule project personal portfolio system built using etl postgresql focused solving practical problem deploying working demo certificate relevant certification related etl,3,4
"ACADEMIC BACKGROUND
Diploma degree, relevant coursework in excel.

SKILLS
data analysis, jira, html, agile, rest api, tableau, kubernetes, sql, stakeholder management, power bi, python, excel

WORK EXPERIENCE
Business Analyst, NovaTech (0.7 yrs)
- Built and maintained systems using stakeholder management and sql.
- Collaborated with a small team to ship features on schedule.","data analysis, jira, html, agile, rest api, tableau, kubernetes, sql, stakeholder management, power bi, python, excel",12,0.7,Diploma,0,0,3,64.0,Business Analyst,academic background diploma degree relevant coursework excel skill data analysis jira html agile rest api tableau kubernetes sql stakeholder management power python excel work experience business analyst novatech yr built maintained system using stakeholder management sql collaborated small team ship feature schedule,0,1
"OBJECTIVE
Motivated DevOps Engineer with hands-on experience in terraform, jenkins and ansible. Built projects applying git to solve real-world problems.

EDUCATION
Bachelors degree, relevant coursework in git.

SKILLS
jenkins, git, bash, terraform, ansible

WORK EXPERIENCE
DevOps Engineer, BrightPath Labs (0.5 yrs)
- Built and maintained systems using terraform and jenkins.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Data Insights Dashboard
Built using terraform and jenkins. Focused on solving a practical problem and deploying a working demo.

Campus Utility App
Applied terraform to analyze data and jenkins to build the final solution, presenting results to peers.","jenkins, git, bash, terraform, ansible",5,0.4,Bachelors,1,0,5,50.2,DevOps Engineer,objective motivated devops engineer hand experience terraform jenkins ansible built project applying git solve real world problem education bachelor degree relevant coursework git skill jenkins git bash terraform ansible work experience devops engineer brightpath lab yr built maintained system using terraform jenkins collaborated small team ship feature schedule personal project data insight dashboard built using terraform jenkins focused solving practical problem deploying working demo campus utility app applied terraform analyze data jenkins build final solution presenting result peer,1,0
"EDUCATION
PhD degree, relevant coursework in ansible.

TECHNICAL SKILLS
linux, ansible, jenkins, siem, javascript, kubernetes, terraform, docker, ci/cd, aws, prometheus, mysql, monitoring, bash

PROFESSIONAL EXPERIENCE
DevOps Engineer, Northwind Software (0.8 yrs)
- Automated workflows involving terraform, reducing manual effort.
- Used ansible daily to support ongoing projects.

ACADEMIC PROJECTS
Mini Analytics Engine
Built using terraform and ansible. Focused on solving a practical problem and deploying a working demo.

Recommendation Prototype
Built using terraform and ansible. Focused on solving a practical problem and deploying a working demo.","linux, ansible, jenkins, siem, javascript, kubernetes, terraform, docker, ci/cd, aws, prometheus, mysql, monitoring, bash",14,0.8,PhD,1,0,4,67.2,DevOps Engineer,education phd degree relevant coursework ansible technical skill linux ansible jenkins siem javascript kubernetes terraform docker aws prometheus mysql monitoring bash professional experience devops engineer northwind software yr automated workflow involving terraform reducing manual effort used ansible daily support ongoing project academic project mini analytics engine built using terraform ansible focused solving practical problem deploying working demo recommendation prototype built using terraform ansible focused solving practical problem deploying working demo,3,0
"OBJECTIVE
Results-driven DevOps Engineer with 3.5 years of practical exposure to aws and prometheus. Enjoys solving problems with ci/cd.

ACADEMIC BACKGROUND
Bachelors degree, relevant coursework in kubernetes.

TECHNICAL SKILLS
aws, docker, prometheus, ansible, git, linux, rest api, kubernetes, query optimization, ci/cd

PROFESSIONAL EXPERIENCE
DevOps Engineer, Cascade Consulting (3.5 yrs)
- Automated workflows involving aws, reducing manual effort.
- Used prometheus daily to support ongoing projects.

ACADEMIC PROJECTS
Data Insights Dashboard
Built using aws and prometheus. Focused on solving a practical problem and deploying a working demo.

Campus Utility App
Built using aws and prometheus. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to ansible.","aws, docker, prometheus, ansible, git, linux, rest api, kubernetes, query optimization, ci/cd",10,3.5,Bachelors,1,1,6,81.3,DevOps Engineer,objective result driven devops engineer year practical exposure aws prometheus enjoys solving problem academic background bachelor degree relevant coursework kubernetes technical skill aws docker prometheus ansible git linux rest api kubernetes query optimization professional experience devops engineer cascade consulting yr automated workflow involving aws reducing manual effort used prometheus daily support ongoing project academic project data insight dashboard built using aws prometheus focused solving practical problem deploying working demo campus utility app built using aws prometheus focused solving practical problem deploying working demo certificate relevant certification related ansible,1,4
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in python and git, seeking a AI Engineer role. Completed coursework and internships involving computer vision and pytorch.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in keras.

SKILLS
sql, git, python, pytorch, opencv, computer vision, deep learning, tensorflow, flask

PROFESSIONAL EXPERIENCE
AI Engineer, BrightPath Labs (2.2 yrs)
- Built and maintained systems using python and git.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Mini Analytics Engine
Built using python and git. Focused on solving a practical problem and deploying a working demo.

Mini Analytics Engine
Built using python and git. Focused on solving a practical problem and deploying a working demo.

CERTIFICATES
Relevant certification related to computer vision.","sql, git, python, pytorch, opencv, computer vision, deep learning, tensorflow, flask",9,2.2,PhD,1,1,6,69.4,AI Engineer,professional summary detail oriented professional skilled python git seeking engineer role completed coursework internship involving computer vision pytorch academic background phd degree relevant coursework kera skill sql git python pytorch opencv computer vision deep learning tensorflow flask professional experience engineer brightpath lab yr built maintained system using python git collaborated small team ship feature schedule personal project mini analytics engine built using python git focused solving practical problem deploying working demo mini analytics engine built using python git focused solving practical problem deploying working demo certificate relevant certification related computer vision,3,4
"SUMMARY
DevOps Engineer candidate with a strong foundation in linux, ci/cd, bash. Passionate about docker and continuous learning.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in monitoring.

CORE COMPETENCIES
docker, linux, ci/cd, aws, bash

WORK EXPERIENCE
DevOps Engineer, BrightPath Labs (6.2 yrs)
- Built and maintained systems using linux and ci/cd.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Personal Portfolio System
Applied linux to analyze data and ci/cd to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to jenkins.","docker, linux, ci/cd, aws, bash",5,6.2,PhD,1,1,6,69.0,DevOps Engineer,summary devops engineer candidate strong foundation linux bash passionate docker continuous learning academic background phd degree relevant coursework monitoring core competency docker linux aws bash work experience devops engineer brightpath lab yr built maintained system using linux collaborated small team ship feature schedule personal project personal portfolio system applied linux analyze data build final solution presenting result peer certification relevant certification related jenkins,3,3
"PROFESSIONAL SUMMARY
Motivated Backend Developer with hands-on experience in docker, python and django. Built projects applying microservices to solve real-world problems.

EDUCATION
Masters degree, relevant coursework in docker.

TECHNICAL SKILLS
microservices, keras, python, docker, oop, django, redis, backup, sql

PROJECTS
Mini Analytics Engine
Applied docker to analyze data and python to build the final solution, presenting results to peers.

Mini Analytics Engine
Built using docker and python. Focused on solving a practical problem and deploying a working demo.","microservices, keras, python, docker, oop, django, redis, backup, sql",9,3.0,Masters,1,0,4,55.0,Backend Developer,professional summary motivated backend developer hand experience docker python django built project applying microservices solve real world problem education master degree relevant coursework docker technical skill microservices kera python docker oop django redis backup sql project mini analytics engine applied docker analyze data python build final solution presenting result peer mini analytics engine built using docker python focused solving practical problem deploying working demo,2,0
"ACADEMIC BACKGROUND
PhD degree, relevant coursework in sketch.

CORE COMPETENCIES
design systems, prototyping, css, html, user research, wireframing, keras

EXPERIENCE
UI/UX Designer, Quantum Analytics (0.5 yrs)
- Automated workflows involving css, reducing manual effort.
- Used user research daily to support ongoing projects.

PROJECTS
Mini Analytics Engine
Built using css and user research. Focused on solving a practical problem and deploying a working demo.

Campus Utility App
Applied css to analyze data and user research to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to html.","design systems, prototyping, css, html, user research, wireframing, keras",7,0.4,PhD,1,1,5,55.9,UI/UX Designer,academic background phd degree relevant coursework sketch core competency design system prototyping cs html user research wireframing kera experience designer quantum analytics yr automated workflow involving cs reducing manual effort used user research daily support ongoing project project mini analytics engine built using cs user research focused solving practical problem deploying working demo campus utility app applied cs analyze data user research build final solution presenting result peer certificate relevant certification related html,3,4
"PROFESSIONAL SUMMARY
Detail-oriented professional skilled in indexing and linux, seeking a Database Administrator role. Completed coursework and internships involving query optimization and sql.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in oracle.

CORE COMPETENCIES
sql, mysql, postgresql, etl, oracle, mongodb, indexing, query optimization, linux","sql, mysql, postgresql, etl, oracle, mongodb, indexing, query optimization, linux",9,3.1,Diploma,0,0,3,58.3,Database Administrator,professional summary detail oriented professional skilled indexing linux seeking database administrator role completed coursework internship involving query optimization sql academic background diploma degree relevant coursework oracle core competency sql mysql postgresql etl oracle mongodb indexing query optimization linux,0,1
"PROFESSIONAL SUMMARY
Cybersecurity Analyst candidate with a strong foundation in penetration testing, siem, cryptography. Passionate about python and continuous learning.

ACADEMIC BACKGROUND
Diploma degree, relevant coursework in cryptography.

TECHNICAL SKILLS
linux, network security, vulnerability assessment, penetration testing, python, excel, incident response, cryptography, firewalls, siem

WORK EXPERIENCE
Cybersecurity Analyst Intern, Quantum Analytics (0.8 yrs)
- Assisted senior engineers with tasks involving penetration testing and cryptography.
- Learned siem on the job through mentorship.

PERSONAL PROJECTS
Automation Toolkit
Built using penetration testing and siem. Focused on solving a practical problem and deploying a working demo.","linux, network security, vulnerability assessment, penetration testing, python, excel, incident response, cryptography, firewalls, siem",10,0.8,Diploma,1,0,5,68.0,Cybersecurity Analyst,professional summary cybersecurity analyst candidate strong foundation penetration testing siem cryptography passionate python continuous learning academic background diploma degree relevant coursework cryptography technical skill linux network security vulnerability assessment penetration testing python excel incident response cryptography firewall siem work experience cybersecurity analyst intern quantum analytics yr assisted senior engineer task involving penetration testing cryptography learned siem job mentorship personal project automation toolkit built using penetration testing siem focused solving practical problem deploying working demo,0,0
"OBJECTIVE
Detail-oriented professional skilled in bash and linux, seeking a DevOps Engineer role. Completed coursework and internships involving ansible and ci/cd.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in monitoring.

TECHNICAL SKILLS
bash, ansible, linux, kubernetes, ci/cd

EXPERIENCE
DevOps Engineer Intern, NovaTech (4.4 yrs)
- Assisted senior engineers with tasks involving bash and ansible.
- Learned linux on the job through mentorship.

ACADEMIC PROJECTS
Campus Utility App
Applied bash to analyze data and linux to build the final solution, presenting results to peers.

Recommendation Prototype
Built using bash and linux. Focused on solving a practical problem and deploying a working demo.","bash, ansible, linux, kubernetes, ci/cd",5,4.4,PhD,1,0,5,55.4,DevOps Engineer,objective detail oriented professional skilled bash linux seeking devops engineer role completed coursework internship involving ansible academic background phd degree relevant coursework monitoring technical skill bash ansible linux kubernetes experience devops engineer intern novatech yr assisted senior engineer task involving bash ansible learned linux job mentorship academic project campus utility app applied bash analyze data linux build final solution presenting result peer recommendation prototype built using bash linux focused solving practical problem deploying working demo,3,3
"SUMMARY
Detail-oriented professional skilled in rest api and java, seeking a Software Engineer role. Completed coursework and internships involving data structures and oop.

EDUCATION
Bachelors degree, relevant coursework in linux.

TECHNICAL SKILLS
git, oop, vulnerability assessment, java, rest api, data structures, c++, python, azure

EXPERIENCE
Software Engineer, Acme Solutions (0.5 yrs)
- Automated workflows involving rest api, reducing manual effort.
- Used java daily to support ongoing projects.

PERSONAL PROJECTS
Personal Portfolio System
Built using rest api and java. Focused on solving a practical problem and deploying a working demo.","git, oop, vulnerability assessment, java, rest api, data structures, c++, python, azure",9,0.4,Bachelors,1,0,5,49.5,Software Engineer,summary detail oriented professional skilled rest api java seeking software engineer role completed coursework internship involving data structure oop education bachelor degree relevant coursework linux technical skill git oop vulnerability assessment java rest api data structure python azure experience software engineer acme solution yr automated workflow involving rest api reducing manual effort used java daily support ongoing project personal project personal portfolio system built using rest api java focused solving practical problem deploying working demo,1,0
"PROFESSIONAL SUMMARY
Results-driven Cybersecurity Analyst with 3.9 years of practical exposure to penetration testing and incident response. Enjoys solving problems with firewalls.

ACADEMIC BACKGROUND
Masters degree, relevant coursework in cryptography.

CORE COMPETENCIES
network security, wireshark, incident response, penetration testing, python, cloudformation, linux, firewalls, postgresql

ACADEMIC PROJECTS
Recommendation Prototype
Applied penetration testing to analyze data and incident response to build the final solution, presenting results to peers.

Automation Toolkit
Applied penetration testing to analyze data and incident response to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to incident response.","network security, wireshark, incident response, penetration testing, python, cloudformation, linux, firewalls, postgresql",9,3.9,Masters,1,1,5,81.5,Cybersecurity Analyst,professional summary result driven cybersecurity analyst year practical exposure penetration testing incident response enjoys solving problem firewall academic background master degree relevant coursework cryptography core competency network security wireshark incident response penetration testing python cloudformation linux firewall postgresql academic project recommendation prototype applied penetration testing analyze data incident response build final solution presenting result peer automation toolkit applied penetration testing analyze data incident response build final solution presenting result peer certificate relevant certification related incident response,2,4
"PROFESSIONAL SUMMARY
Cybersecurity Analyst candidate with a strong foundation in cryptography, siem, wireshark. Passionate about penetration testing and continuous learning.

EDUCATION
Bachelors degree, relevant coursework in siem.

SKILLS
python, incident response, linux, c++, siem, cloudformation, wireshark, penetration testing, vulnerability assessment, cryptography

EXPERIENCE
Cybersecurity Analyst, NovaTech (1.5 yrs)
- Built and maintained systems using cryptography and siem.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Automation Toolkit
Applied cryptography to analyze data and siem to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to network security.","python, incident response, linux, c++, siem, cloudformation, wireshark, penetration testing, vulnerability assessment, cryptography",10,1.5,Bachelors,1,1,6,82.4,Cybersecurity Analyst,professional summary cybersecurity analyst candidate strong foundation cryptography siem wireshark passionate penetration testing continuous learning education bachelor degree relevant coursework siem skill python incident response linux siem cloudformation wireshark penetration testing vulnerability assessment cryptography experience cybersecurity analyst novatech yr built maintained system using cryptography siem collaborated small team ship feature schedule academic project automation toolkit applied cryptography analyze data siem build final solution presenting result peer certificate relevant certification related network security,1,4
"SUMMARY
Data Scientist candidate with a strong foundation in r, pandas, statistics. Passionate about matplotlib and continuous learning.

EDUCATION
Diploma degree, relevant coursework in scikit-learn.

TECHNICAL SKILLS
pandas, machine learning, r, mysql, tableau, sql, next.js, excel, terraform, matplotlib, power bi, numpy, statistics

ACADEMIC PROJECTS
Personal Portfolio System
Applied r to analyze data and pandas to build the final solution, presenting results to peers.

CERTIFICATES
Relevant certification related to numpy.","pandas, machine learning, r, mysql, tableau, sql, next.js, excel, terraform, matplotlib, power bi, numpy, statistics",13,3.2,Diploma,1,1,5,81.5,Data Scientist,summary data scientist candidate strong foundation panda statistic passionate matplotlib continuous learning education diploma degree relevant coursework scikit learn technical skill panda machine learning mysql tableau sql next excel terraform matplotlib power numpy statistic academic project personal portfolio system applied analyze data panda build final solution presenting result peer certificate relevant certification related numpy,0,4
"SUMMARY
Results-driven DevOps Engineer with 3.5 years of practical exposure to prometheus and git. Enjoys solving problems with jenkins.

EDUCATION
Bachelors degree, relevant coursework in aws.

SKILLS
ansible, terraform, jenkins, kubernetes, aws, docker, prometheus, git, linux, monitoring

WORK EXPERIENCE
DevOps Engineer Intern, NovaTech (3.5 yrs)
- Assisted senior engineers with tasks involving prometheus and jenkins.
- Learned git on the job through mentorship.","ansible, terraform, jenkins, kubernetes, aws, docker, prometheus, git, linux, monitoring",10,3.5,Bachelors,0,0,4,63.9,DevOps Engineer,summary result driven devops engineer year practical exposure prometheus git enjoys solving problem jenkins education bachelor degree relevant coursework aws skill ansible terraform jenkins kubernetes aws docker prometheus git linux monitoring work experience devops engineer intern novatech yr assisted senior engineer task involving prometheus jenkins learned git job mentorship,1,1
"OBJECTIVE
Detail-oriented professional skilled in query optimization and mysql, seeking a Database Administrator role. Completed coursework and internships involving indexing and sql.

EDUCATION
Masters degree, relevant coursework in sql.

CORE COMPETENCIES
sql, indexing, query optimization, system design, mysql","sql, indexing, query optimization, system design, mysql",5,1.1,Masters,0,0,3,43.7,Database Administrator,objective detail oriented professional skilled query optimization mysql seeking database administrator role completed coursework internship involving indexing sql education master degree relevant coursework sql core competency sql indexing query optimization system design mysql,2,1
"OBJECTIVE
Motivated Data Scientist with hands-on experience in numpy, power bi and r. Built projects applying python to solve real-world problems.

ACADEMIC BACKGROUND
PhD degree, relevant coursework in sql.

TECHNICAL SKILLS
pandas, numpy, r, power bi, python

ACADEMIC PROJECTS
Data Insights Dashboard
Applied numpy to analyze data and power bi to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to pandas.","pandas, numpy, r, power bi, python",5,1.5,PhD,1,1,5,54.1,Data Scientist,objective motivated data scientist hand experience numpy power built project applying python solve real world problem academic background phd degree relevant coursework sql technical skill panda numpy power python academic project data insight dashboard applied numpy analyze data power build final solution presenting result peer certification relevant certification related panda,3,4
"EDUCATION
Bachelors degree, relevant coursework in usability testing.

SKILLS
design systems, system design, usability testing, wireframing, figma, sketch, prototyping, adobe xd

EXPERIENCE
UI/UX Designer, Acme Solutions (1.5 yrs)
- Built and maintained systems using design systems and usability testing.
- Collaborated with a small team to ship features on schedule.

PERSONAL PROJECTS
Personal Portfolio System
Applied design systems to analyze data and usability testing to build the final solution, presenting results to peers.

Mini Analytics Engine
Applied design systems to analyze data and usability testing to build the final solution, presenting results to peers.","design systems, system design, usability testing, wireframing, figma, sketch, prototyping, adobe xd",8,1.5,Bachelors,1,0,4,61.7,UI/UX Designer,education bachelor degree relevant coursework usability testing skill design system system design usability testing wireframing figma sketch prototyping adobe experience designer acme solution yr built maintained system using design system usability testing collaborated small team ship feature schedule personal project personal portfolio system applied design system analyze data usability testing build final solution presenting result peer mini analytics engine applied design system analyze data usability testing build final solution presenting result peer,1,0
"OBJECTIVE
UI/UX Designer candidate with a strong foundation in adobe xd, user research, css. Passionate about wireframing and continuous learning.

EDUCATION
PhD degree, relevant coursework in sketch.

SKILLS
c++, responsive design, adobe xd, wireframing, css, figma, junit, user research, usability testing

WORK EXPERIENCE
UI/UX Designer, Vertex Digital (1.9 yrs)
- Built and maintained systems using adobe xd and user research.
- Collaborated with a small team to ship features on schedule.

ACADEMIC PROJECTS
Data Insights Dashboard
Applied adobe xd to analyze data and user research to build the final solution, presenting results to peers.

CERTIFICATIONS
Relevant certification related to sketch.","c++, responsive design, adobe xd, wireframing, css, figma, junit, user research, usability testing",9,1.9,PhD,1,1,6,69.5,UI/UX Designer,objective designer candidate strong foundation adobe user research cs passionate wireframing continuous learning education phd degree relevant coursework sketch skill responsive design adobe wireframing cs figma junit user research usability testing work experience designer vertex digital yr built maintained system using adobe user research collaborated small team ship feature schedule academic project data insight dashboard applied adobe analyze data user research build final solution presenting result peer certification relevant certification related sketch,3,4
